lr_group_0,lr_group_1,step,valid-loss,valid-entity_macro_f1,valid-character_macro_f1,epoch,train-loss
4.8959126681898956e-05,4.8959126681898956e-05,41,,,,,
4.893373952779894e-05,4.893373952779894e-05,42,,,,,
4.890835237369891e-05,4.890835237369891e-05,43,,,,,
4.8882965219598886e-05,4.8882965219598886e-05,44,,,,,
4.885757806549886e-05,4.885757806549886e-05,45,,,,,
4.8832190911398834e-05,4.8832190911398834e-05,46,,,,,
4.880680375729881e-05,4.880680375729881e-05,47,,,,,
4.878141660319878e-05,4.878141660319878e-05,48,,,,,
4.875602944909876e-05,4.875602944909876e-05,49,,,,,
4.873064229499874e-05,4.873064229499874e-05,50,,,,,
,,49,,,,0,0.19653470814228058
4.8705255140898706e-05,4.8705255140898706e-05,52,,,,,
4.867986798679868e-05,4.867986798679868e-05,53,,,,,
4.8654480832698655e-05,4.8654480832698655e-05,54,,,,,
4.862909367859863e-05,4.862909367859863e-05,55,,,,,
4.86037065244986e-05,4.86037065244986e-05,56,,,,,
4.857831937039858e-05,4.857831937039858e-05,57,,,,,
4.855293221629856e-05,4.855293221629856e-05,58,,,,,
4.852754506219853e-05,4.852754506219853e-05,59,,,,,
4.850215790809851e-05,4.850215790809851e-05,60,,,,,
4.847677075399848e-05,4.847677075399848e-05,61,,,,,
4.8451383599898456e-05,4.8451383599898456e-05,62,,,,,
4.842599644579843e-05,4.842599644579843e-05,63,,,,,
4.8400609291698404e-05,4.8400609291698404e-05,64,,,,,
4.837522213759837e-05,4.837522213759837e-05,65,,,,,
,,63,0.1357995867729187,76.33521270751953,87.38114929199219,0,
4.834983498349835e-05,4.834983498349835e-05,67,,,,,
4.832444782939833e-05,4.832444782939833e-05,68,,,,,
4.82990606752983e-05,4.82990606752983e-05,69,,,,,
4.8273673521198276e-05,4.8273673521198276e-05,70,,,,,
4.824828636709825e-05,4.824828636709825e-05,71,,,,,
4.8222899212998225e-05,4.8222899212998225e-05,72,,,,,
4.81975120588982e-05,4.81975120588982e-05,73,,,,,
4.817212490479818e-05,4.817212490479818e-05,74,,,,,
4.8146737750698154e-05,4.8146737750698154e-05,75,,,,,
4.812135059659812e-05,4.812135059659812e-05,76,,,,,
4.8095963442498096e-05,4.8095963442498096e-05,77,,,,,
4.807057628839807e-05,4.807057628839807e-05,78,,,,,
4.8045189134298045e-05,4.8045189134298045e-05,79,,,,,
4.801980198019802e-05,4.801980198019802e-05,80,,,,,
4.7994414826097993e-05,4.7994414826097993e-05,81,,,,,
4.7969027671997974e-05,4.7969027671997974e-05,82,,,,,
4.794364051789795e-05,4.794364051789795e-05,83,,,,,
4.791825336379792e-05,4.791825336379792e-05,84,,,,,
4.78928662096979e-05,4.78928662096979e-05,85,,,,,
4.786747905559787e-05,4.786747905559787e-05,86,,,,,
4.7842091901497846e-05,4.7842091901497846e-05,87,,,,,
4.7816704747397814e-05,4.7816704747397814e-05,88,,,,,
4.7791317593297795e-05,4.7791317593297795e-05,89,,,,,
4.776593043919777e-05,4.776593043919777e-05,90,,,,,
4.774054328509774e-05,4.774054328509774e-05,91,,,,,
4.771515613099772e-05,4.771515613099772e-05,92,,,,,
4.768976897689769e-05,4.768976897689769e-05,93,,,,,
4.7664381822797666e-05,4.7664381822797666e-05,94,,,,,
4.763899466869764e-05,4.763899466869764e-05,95,,,,,
4.7613607514597615e-05,4.7613607514597615e-05,96,,,,,
4.7588220360497596e-05,4.7588220360497596e-05,97,,,,,
4.7562833206397563e-05,4.7562833206397563e-05,98,,,,,
,,95,0.12321558594703674,79.31401824951172,88.5322265625,0,
4.753744605229754e-05,4.753744605229754e-05,100,,,,,
4.751205889819751e-05,4.751205889819751e-05,101,,,,,
4.7486671744097486e-05,4.7486671744097486e-05,102,,,,,
4.746128458999746e-05,4.746128458999746e-05,103,,,,,
,,99,,,,0,0.08971784263849258
4.7435897435897435e-05,4.7435897435897435e-05,105,,,,,
4.741051028179741e-05,4.741051028179741e-05,106,,,,,
4.738512312769739e-05,4.738512312769739e-05,107,,,,,
4.7359735973597365e-05,4.7359735973597365e-05,108,,,,,
4.733434881949734e-05,4.733434881949734e-05,109,,,,,
4.730896166539731e-05,4.730896166539731e-05,110,,,,,
4.728357451129729e-05,4.728357451129729e-05,111,,,,,
4.725818735719726e-05,4.725818735719726e-05,112,,,,,
4.723280020309723e-05,4.723280020309723e-05,113,,,,,
4.720741304899721e-05,4.720741304899721e-05,114,,,,,
4.7182025894897185e-05,4.7182025894897185e-05,115,,,,,
4.715663874079716e-05,4.715663874079716e-05,116,,,,,
4.7131251586697134e-05,4.7131251586697134e-05,117,,,,,
4.710586443259711e-05,4.710586443259711e-05,118,,,,,
4.708047727849708e-05,4.708047727849708e-05,119,,,,,
4.7055090124397057e-05,4.7055090124397057e-05,120,,,,,
4.702970297029703e-05,4.702970297029703e-05,121,,,,,
4.700431581619701e-05,4.700431581619701e-05,122,,,,,
4.697892866209698e-05,4.697892866209698e-05,123,,,,,
4.6953541507996954e-05,4.6953541507996954e-05,124,,,,,
4.692815435389693e-05,4.692815435389693e-05,125,,,,,
4.69027671997969e-05,4.69027671997969e-05,126,,,,,
4.687738004569688e-05,4.687738004569688e-05,127,,,,,
4.685199289159685e-05,4.685199289159685e-05,128,,,,,
4.682660573749683e-05,4.682660573749683e-05,129,,,,,
4.6801218583396806e-05,4.6801218583396806e-05,130,,,,,
4.677583142929678e-05,4.677583142929678e-05,131,,,,,
4.6750444275196755e-05,4.6750444275196755e-05,132,,,,,
,,127,0.107831209897995,81.43521881103516,89.43402862548828,0,
4.672505712109673e-05,4.672505712109673e-05,134,,,,,
4.6699669966996704e-05,4.6699669966996704e-05,135,,,,,
4.667428281289668e-05,4.667428281289668e-05,136,,,,,
4.6648895658796646e-05,4.6648895658796646e-05,137,,,,,
4.6623508504696627e-05,4.6623508504696627e-05,138,,,,,
4.65981213505966e-05,4.65981213505966e-05,139,,,,,
4.6572734196496575e-05,4.6572734196496575e-05,140,,,,,
4.654734704239655e-05,4.654734704239655e-05,141,,,,,
4.6521959888296524e-05,4.6521959888296524e-05,142,,,,,
4.64965727341965e-05,4.64965727341965e-05,143,,,,,
4.647118558009647e-05,4.647118558009647e-05,144,,,,,
4.6445798425996454e-05,4.6445798425996454e-05,145,,,,,
4.642041127189643e-05,4.642041127189643e-05,146,,,,,
4.6395024117796395e-05,4.6395024117796395e-05,147,,,,,
4.636963696369637e-05,4.636963696369637e-05,148,,,,,
4.6344249809596344e-05,4.6344249809596344e-05,149,,,,,
4.631886265549632e-05,4.631886265549632e-05,150,,,,,
4.629347550139629e-05,4.629347550139629e-05,151,,,,,
4.626808834729627e-05,4.626808834729627e-05,152,,,,,
4.624270119319625e-05,4.624270119319625e-05,153,,,,,
4.621731403909622e-05,4.621731403909622e-05,154,,,,,
4.61919268849962e-05,4.61919268849962e-05,155,,,,,
,,149,,,,0,0.14514005184173584
4.616653973089617e-05,4.616653973089617e-05,157,,,,,
4.6141152576796145e-05,4.6141152576796145e-05,158,,,,,
4.611576542269612e-05,4.611576542269612e-05,159,,,,,
4.6090378268596094e-05,4.6090378268596094e-05,160,,,,,
4.606499111449607e-05,4.606499111449607e-05,161,,,,,
4.603960396039604e-05,4.603960396039604e-05,162,,,,,
4.601421680629602e-05,4.601421680629602e-05,163,,,,,
4.598882965219599e-05,4.598882965219599e-05,164,,,,,
4.5963442498095965e-05,4.5963442498095965e-05,165,,,,,
4.593805534399594e-05,4.593805534399594e-05,166,,,,,
,,159,0.11068696528673172,80.5827407836914,88.70722198486328,0,
4.5912668189895914e-05,4.5912668189895914e-05,168,,,,,
4.588728103579589e-05,4.588728103579589e-05,169,,,,,
4.586189388169587e-05,4.586189388169587e-05,170,,,,,
4.583650672759584e-05,4.583650672759584e-05,171,,,,,
4.581111957349581e-05,4.581111957349581e-05,172,,,,,
4.5785732419395786e-05,4.5785732419395786e-05,173,,,,,
4.576034526529576e-05,4.576034526529576e-05,174,,,,,
4.5734958111195734e-05,4.5734958111195734e-05,175,,,,,
4.570957095709571e-05,4.570957095709571e-05,176,,,,,
4.568418380299568e-05,4.568418380299568e-05,177,,,,,
4.5658796648895664e-05,4.5658796648895664e-05,178,,,,,
4.563340949479564e-05,4.563340949479564e-05,179,,,,,
4.560802234069561e-05,4.560802234069561e-05,180,,,,,
4.558263518659559e-05,4.558263518659559e-05,181,,,,,
4.555724803249556e-05,4.555724803249556e-05,182,,,,,
4.5531860878395536e-05,4.5531860878395536e-05,183,,,,,
4.55064737242955e-05,4.55064737242955e-05,184,,,,,
4.5481086570195484e-05,4.5481086570195484e-05,185,,,,,
4.545569941609546e-05,4.545569941609546e-05,186,,,,,
4.543031226199543e-05,4.543031226199543e-05,187,,,,,
4.540492510789541e-05,4.540492510789541e-05,188,,,,,
4.537953795379538e-05,4.537953795379538e-05,189,,,,,
4.5354150799695356e-05,4.5354150799695356e-05,190,,,,,
4.532876364559533e-05,4.532876364559533e-05,191,,,,,
4.5303376491495304e-05,4.5303376491495304e-05,192,,,,,
4.5277989337395285e-05,4.5277989337395285e-05,193,,,,,
4.525260218329525e-05,4.525260218329525e-05,194,,,,,
4.522721502919523e-05,4.522721502919523e-05,195,,,,,
4.52018278750952e-05,4.52018278750952e-05,196,,,,,
4.5176440720995176e-05,4.5176440720995176e-05,197,,,,,
4.515105356689515e-05,4.515105356689515e-05,198,,,,,
4.5125666412795125e-05,4.5125666412795125e-05,199,,,,,
,,191,0.09570871293544769,83.00471496582031,90.69290924072266,0,
4.5100279258695106e-05,4.5100279258695106e-05,201,,,,,
4.507489210459508e-05,4.507489210459508e-05,202,,,,,
4.5049504950495054e-05,4.5049504950495054e-05,203,,,,,
4.502411779639503e-05,4.502411779639503e-05,204,,,,,
4.4998730642295e-05,4.4998730642295e-05,205,,,,,
4.497334348819498e-05,4.497334348819498e-05,206,,,,,
4.494795633409495e-05,4.494795633409495e-05,207,,,,,
4.492256917999492e-05,4.492256917999492e-05,208,,,,,
,,199,,,,0,0.058568160980939865
4.48971820258949e-05,4.48971820258949e-05,210,,,,,
4.4871794871794874e-05,4.4871794871794874e-05,211,,,,,
4.484640771769485e-05,4.484640771769485e-05,212,,,,,
4.482102056359482e-05,4.482102056359482e-05,213,,,,,
4.47956334094948e-05,4.47956334094948e-05,214,,,,,
4.477024625539477e-05,4.477024625539477e-05,215,,,,,
4.4744859101294746e-05,4.4744859101294746e-05,216,,,,,
4.471947194719473e-05,4.471947194719473e-05,217,,,,,
4.46940847930947e-05,4.46940847930947e-05,218,,,,,
4.466869763899467e-05,4.466869763899467e-05,219,,,,,
4.464331048489464e-05,4.464331048489464e-05,220,,,,,
4.461792333079462e-05,4.461792333079462e-05,221,,,,,
4.459253617669459e-05,4.459253617669459e-05,222,,,,,
4.4567149022594566e-05,4.4567149022594566e-05,223,,,,,
4.454176186849454e-05,4.454176186849454e-05,224,,,,,
4.451637471439452e-05,4.451637471439452e-05,225,,,,,
4.4490987560294496e-05,4.4490987560294496e-05,226,,,,,
4.446560040619447e-05,4.446560040619447e-05,227,,,,,
4.4440213252094445e-05,4.4440213252094445e-05,228,,,,,
4.441482609799442e-05,4.441482609799442e-05,229,,,,,
4.438943894389439e-05,4.438943894389439e-05,230,,,,,
4.436405178979437e-05,4.436405178979437e-05,231,,,,,
4.4338664635694335e-05,4.4338664635694335e-05,232,,,,,
4.4313277481594316e-05,4.4313277481594316e-05,233,,,,,
,,223,0.09507967531681061,82.88229370117188,90.47744750976562,0,
4.428789032749429e-05,4.428789032749429e-05,235,,,,,
4.4262503173394265e-05,4.4262503173394265e-05,236,,,,,
4.423711601929424e-05,4.423711601929424e-05,237,,,,,
4.421172886519421e-05,4.421172886519421e-05,238,,,,,
4.418634171109419e-05,4.418634171109419e-05,239,,,,,
4.416095455699416e-05,4.416095455699416e-05,240,,,,,
4.413556740289414e-05,4.413556740289414e-05,241,,,,,
4.411018024879412e-05,4.411018024879412e-05,242,,,,,
4.4084793094694085e-05,4.4084793094694085e-05,243,,,,,
4.405940594059406e-05,4.405940594059406e-05,244,,,,,
4.4034018786494034e-05,4.4034018786494034e-05,245,,,,,
4.400863163239401e-05,4.400863163239401e-05,246,,,,,
4.398324447829398e-05,4.398324447829398e-05,247,,,,,
4.3957857324193956e-05,4.3957857324193956e-05,248,,,,,
4.393247017009394e-05,4.393247017009394e-05,249,,,,,
4.390708301599391e-05,4.390708301599391e-05,250,,,,,
4.3881695861893886e-05,4.3881695861893886e-05,251,,,,,
4.385630870779386e-05,4.385630870779386e-05,252,,,,,
4.3830921553693835e-05,4.3830921553693835e-05,253,,,,,
4.380553439959381e-05,4.380553439959381e-05,254,,,,,
4.378014724549378e-05,4.378014724549378e-05,255,,,,,
4.375476009139376e-05,4.375476009139376e-05,256,,,,,
4.372937293729373e-05,4.372937293729373e-05,257,,,,,
4.3703985783193706e-05,4.3703985783193706e-05,258,,,,,
4.367859862909368e-05,4.367859862909368e-05,259,,,,,
4.3653211474993655e-05,4.3653211474993655e-05,260,,,,,
,,249,,,,0,0.0772983729839325
4.362782432089363e-05,4.362782432089363e-05,262,,,,,
4.3602437166793604e-05,4.3602437166793604e-05,263,,,,,
4.357705001269358e-05,4.357705001269358e-05,264,,,,,
4.355166285859356e-05,4.355166285859356e-05,265,,,,,
4.3526275704493527e-05,4.3526275704493527e-05,266,,,,,
4.35008885503935e-05,4.35008885503935e-05,267,,,,,
,,255,0.09732608497142792,82.61454010009766,90.24603271484375,0,
4.3475501396293475e-05,4.3475501396293475e-05,269,,,,,
4.345011424219345e-05,4.345011424219345e-05,270,,,,,
4.3424727088093424e-05,4.3424727088093424e-05,271,,,,,
4.33993399339934e-05,4.33993399339934e-05,272,,,,,
4.337395277989338e-05,4.337395277989338e-05,273,,,,,
4.3348565625793354e-05,4.3348565625793354e-05,274,,,,,
4.332317847169333e-05,4.332317847169333e-05,275,,,,,
4.32977913175933e-05,4.32977913175933e-05,276,,,,,
4.3272404163493276e-05,4.3272404163493276e-05,277,,,,,
4.324701700939325e-05,4.324701700939325e-05,278,,,,,
4.3221629855293225e-05,4.3221629855293225e-05,279,,,,,
4.319624270119319e-05,4.319624270119319e-05,280,,,,,
4.3170855547093174e-05,4.3170855547093174e-05,281,,,,,
4.314546839299315e-05,4.314546839299315e-05,282,,,,,
4.312008123889312e-05,4.312008123889312e-05,283,,,,,
4.30946940847931e-05,4.30946940847931e-05,284,,,,,
4.306930693069307e-05,4.306930693069307e-05,285,,,,,
4.3043919776593045e-05,4.3043919776593045e-05,286,,,,,
4.301853262249302e-05,4.301853262249302e-05,287,,,,,
4.2993145468393e-05,4.2993145468393e-05,288,,,,,
4.2967758314292975e-05,4.2967758314292975e-05,289,,,,,
4.294237116019294e-05,4.294237116019294e-05,290,,,,,
4.291698400609292e-05,4.291698400609292e-05,291,,,,,
4.289159685199289e-05,4.289159685199289e-05,292,,,,,
4.2866209697892865e-05,4.2866209697892865e-05,293,,,,,
4.284082254379284e-05,4.284082254379284e-05,294,,,,,
4.2815435389692814e-05,4.2815435389692814e-05,295,,,,,
4.2790048235592795e-05,4.2790048235592795e-05,296,,,,,
4.276466108149277e-05,4.276466108149277e-05,297,,,,,
4.2739273927392744e-05,4.2739273927392744e-05,298,,,,,
4.271388677329272e-05,4.271388677329272e-05,299,,,,,
4.268849961919269e-05,4.268849961919269e-05,300,,,,,
,,287,0.09667494148015976,81.55159759521484,89.92915344238281,0,
4.266311246509267e-05,4.266311246509267e-05,302,,,,,
4.263772531099264e-05,4.263772531099264e-05,303,,,,,
4.261233815689261e-05,4.261233815689261e-05,304,,,,,
4.258695100279259e-05,4.258695100279259e-05,305,,,,,
4.2561563848692564e-05,4.2561563848692564e-05,306,,,,,
4.253617669459254e-05,4.253617669459254e-05,307,,,,,
4.251078954049251e-05,4.251078954049251e-05,308,,,,,
4.248540238639249e-05,4.248540238639249e-05,309,,,,,
4.246001523229246e-05,4.246001523229246e-05,310,,,,,
4.2434628078192436e-05,4.2434628078192436e-05,311,,,,,
4.240924092409242e-05,4.240924092409242e-05,312,,,,,
4.238385376999239e-05,4.238385376999239e-05,313,,,,,
,,299,,,,0,0.07742812484502792
4.235846661589236e-05,4.235846661589236e-05,315,,,,,
4.233307946179233e-05,4.233307946179233e-05,316,,,,,
4.230769230769231e-05,4.230769230769231e-05,317,,,,,
4.228230515359228e-05,4.228230515359228e-05,318,,,,,
4.2256917999492256e-05,4.2256917999492256e-05,319,,,,,
4.223153084539223e-05,4.223153084539223e-05,320,,,,,
4.220614369129221e-05,4.220614369129221e-05,321,,,,,
4.2180756537192185e-05,4.2180756537192185e-05,322,,,,,
4.215536938309216e-05,4.215536938309216e-05,323,,,,,
4.2129982228992134e-05,4.2129982228992134e-05,324,,,,,
4.210459507489211e-05,4.210459507489211e-05,325,,,,,
4.207920792079208e-05,4.207920792079208e-05,326,,,,,
4.205382076669205e-05,4.205382076669205e-05,327,,,,,
4.202843361259203e-05,4.202843361259203e-05,328,,,,,
4.2003046458492006e-05,4.2003046458492006e-05,329,,,,,
4.197765930439198e-05,4.197765930439198e-05,330,,,,,
4.1952272150291954e-05,4.1952272150291954e-05,331,,,,,
4.192688499619193e-05,4.192688499619193e-05,332,,,,,
4.19014978420919e-05,4.19014978420919e-05,333,,,,,
4.187611068799188e-05,4.187611068799188e-05,334,,,,,
,,319,0.09338110685348511,82.19572448730469,89.98481750488281,0,
4.185072353389185e-05,4.185072353389185e-05,336,,,,,
4.182533637979183e-05,4.182533637979183e-05,337,,,,,
4.17999492256918e-05,4.17999492256918e-05,338,,,,,
4.1774562071591774e-05,4.1774562071591774e-05,339,,,,,
4.174917491749175e-05,4.174917491749175e-05,340,,,,,
4.172378776339172e-05,4.172378776339172e-05,341,,,,,
4.16984006092917e-05,4.16984006092917e-05,342,,,,,
4.167301345519167e-05,4.167301345519167e-05,343,,,,,
4.164762630109165e-05,4.164762630109165e-05,344,,,,,
4.162223914699163e-05,4.162223914699163e-05,345,,,,,
4.15968519928916e-05,4.15968519928916e-05,346,,,,,
4.1571464838791576e-05,4.1571464838791576e-05,347,,,,,
4.154607768469155e-05,4.154607768469155e-05,348,,,,,
4.1520690530591524e-05,4.1520690530591524e-05,349,,,,,
4.14953033764915e-05,4.14953033764915e-05,350,,,,,
4.1469916222391466e-05,4.1469916222391466e-05,351,,,,,
4.144452906829145e-05,4.144452906829145e-05,352,,,,,
4.141914191419142e-05,4.141914191419142e-05,353,,,,,
4.1393754760091396e-05,4.1393754760091396e-05,354,,,,,
4.136836760599137e-05,4.136836760599137e-05,355,,,,,
4.1342980451891345e-05,4.1342980451891345e-05,356,,,,,
4.131759329779132e-05,4.131759329779132e-05,357,,,,,
4.129220614369129e-05,4.129220614369129e-05,358,,,,,
4.126681898959127e-05,4.126681898959127e-05,359,,,,,
4.124143183549125e-05,4.124143183549125e-05,360,,,,,
4.1216044681391216e-05,4.1216044681391216e-05,361,,,,,
4.119065752729119e-05,4.119065752729119e-05,362,,,,,
4.1165270373191165e-05,4.1165270373191165e-05,363,,,,,
4.113988321909114e-05,4.113988321909114e-05,364,,,,,
4.111449606499111e-05,4.111449606499111e-05,365,,,,,
,,349,,,,0,0.05374733731150627
4.108910891089109e-05,4.108910891089109e-05,367,,,,,
4.106372175679107e-05,4.106372175679107e-05,368,,,,,
,,351,0.09208278357982635,82.55355072021484,90.3605728149414,0,
4.103833460269104e-05,4.103833460269104e-05,370,,,,,
4.101294744859102e-05,4.101294744859102e-05,371,,,,,
4.098756029449099e-05,4.098756029449099e-05,372,,,,,
4.0962173140390966e-05,4.0962173140390966e-05,373,,,,,
4.093678598629094e-05,4.093678598629094e-05,374,,,,,
4.0911398832190915e-05,4.0911398832190915e-05,375,,,,,
4.088601167809088e-05,4.088601167809088e-05,376,,,,,
4.086062452399086e-05,4.086062452399086e-05,377,,,,,
4.083523736989084e-05,4.083523736989084e-05,378,,,,,
4.080985021579081e-05,4.080985021579081e-05,379,,,,,
4.0784463061690786e-05,4.0784463061690786e-05,380,,,,,
4.075907590759076e-05,4.075907590759076e-05,381,,,,,
4.0733688753490735e-05,4.0733688753490735e-05,382,,,,,
4.070830159939071e-05,4.070830159939071e-05,383,,,,,
4.068291444529069e-05,4.068291444529069e-05,384,,,,,
4.0657527291190665e-05,4.0657527291190665e-05,385,,,,,
4.063214013709063e-05,4.063214013709063e-05,386,,,,,
4.0606752982990606e-05,4.0606752982990606e-05,387,,,,,
4.058136582889058e-05,4.058136582889058e-05,388,,,,,
4.0555978674790555e-05,4.0555978674790555e-05,389,,,,,
4.053059152069053e-05,4.053059152069053e-05,390,,,,,
4.0505204366590504e-05,4.0505204366590504e-05,391,,,,,
4.0479817212490485e-05,4.0479817212490485e-05,392,,,,,
4.045443005839046e-05,4.045443005839046e-05,393,,,,,
4.042904290429043e-05,4.042904290429043e-05,394,,,,,
4.040365575019041e-05,4.040365575019041e-05,395,,,,,
4.037826859609038e-05,4.037826859609038e-05,396,,,,,
4.0352881441990356e-05,4.0352881441990356e-05,397,,,,,
4.032749428789033e-05,4.032749428789033e-05,398,,,,,
4.0302107133790305e-05,4.0302107133790305e-05,399,,,,,
4.027671997969028e-05,4.027671997969028e-05,400,,,,,
4.0251332825590254e-05,4.0251332825590254e-05,401,,,,,
,,383,0.08869568258523941,83.40802001953125,90.90152740478516,0,
4.022594567149023e-05,4.022594567149023e-05,403,,,,,
4.02005585173902e-05,4.02005585173902e-05,404,,,,,
4.0175171363290176e-05,4.0175171363290176e-05,405,,,,,
4.014978420919015e-05,4.014978420919015e-05,406,,,,,
4.0124397055090125e-05,4.0124397055090125e-05,407,,,,,
4.0099009900990106e-05,4.0099009900990106e-05,408,,,,,
4.007362274689008e-05,4.007362274689008e-05,409,,,,,
4.004823559279005e-05,4.004823559279005e-05,410,,,,,
4.002284843869002e-05,4.002284843869002e-05,411,,,,,
3.999746128459e-05,3.999746128459e-05,412,,,,,
3.997207413048997e-05,3.997207413048997e-05,413,,,,,
3.9946686976389945e-05,3.9946686976389945e-05,414,,,,,
3.9921299822289926e-05,3.9921299822289926e-05,415,,,,,
3.98959126681899e-05,3.98959126681899e-05,416,,,,,
3.9870525514089875e-05,3.9870525514089875e-05,417,,,,,
3.984513835998985e-05,3.984513835998985e-05,418,,,,,
,,399,,,,0,0.06702984124422073
3.9819751205889824e-05,3.9819751205889824e-05,420,,,,,
3.97943640517898e-05,3.97943640517898e-05,421,,,,,
3.976897689768977e-05,3.976897689768977e-05,422,,,,,
3.974358974358974e-05,3.974358974358974e-05,423,,,,,
3.971820258948972e-05,3.971820258948972e-05,424,,,,,
3.9692815435389695e-05,3.9692815435389695e-05,425,,,,,
3.966742828128967e-05,3.966742828128967e-05,426,,,,,
3.9642041127189644e-05,3.9642041127189644e-05,427,,,,,
3.961665397308962e-05,3.961665397308962e-05,428,,,,,
3.959126681898959e-05,3.959126681898959e-05,429,,,,,
3.956587966488957e-05,3.956587966488957e-05,430,,,,,
3.954049251078954e-05,3.954049251078954e-05,431,,,,,
3.951510535668952e-05,3.951510535668952e-05,432,,,,,
3.948971820258949e-05,3.948971820258949e-05,433,,,,,
3.9464331048489464e-05,3.9464331048489464e-05,434,,,,,
3.943894389438944e-05,3.943894389438944e-05,435,,,,,
,,415,0.08912481367588043,82.39167785644531,90.59380340576172,0,
3.941355674028941e-05,3.941355674028941e-05,437,,,,,
3.938816958618939e-05,3.938816958618939e-05,438,,,,,
3.936278243208936e-05,3.936278243208936e-05,439,,,,,
3.933739527798934e-05,3.933739527798934e-05,440,,,,,
3.931200812388932e-05,3.931200812388932e-05,441,,,,,
3.928662096978929e-05,3.928662096978929e-05,442,,,,,
3.9261233815689265e-05,3.9261233815689265e-05,443,,,,,
3.923584666158924e-05,3.923584666158924e-05,444,,,,,
3.9210459507489214e-05,3.9210459507489214e-05,445,,,,,
3.918507235338919e-05,3.918507235338919e-05,446,,,,,
3.9159685199289156e-05,3.9159685199289156e-05,447,,,,,
3.913429804518914e-05,3.913429804518914e-05,448,,,,,
3.910891089108911e-05,3.910891089108911e-05,449,,,,,
3.9083523736989085e-05,3.9083523736989085e-05,450,,,,,
3.905813658288906e-05,3.905813658288906e-05,451,,,,,
3.9032749428789034e-05,3.9032749428789034e-05,452,,,,,
3.900736227468901e-05,3.900736227468901e-05,453,,,,,
3.898197512058898e-05,3.898197512058898e-05,454,,,,,
3.8956587966488964e-05,3.8956587966488964e-05,455,,,,,
3.893120081238894e-05,3.893120081238894e-05,456,,,,,
3.8905813658288906e-05,3.8905813658288906e-05,457,,,,,
3.888042650418888e-05,3.888042650418888e-05,458,,,,,
3.8855039350088854e-05,3.8855039350088854e-05,459,,,,,
3.882965219598883e-05,3.882965219598883e-05,460,,,,,
3.88042650418888e-05,3.88042650418888e-05,461,,,,,
3.877887788778878e-05,3.877887788778878e-05,462,,,,,
3.875349073368876e-05,3.875349073368876e-05,463,,,,,
3.872810357958873e-05,3.872810357958873e-05,464,,,,,
3.870271642548871e-05,3.870271642548871e-05,465,,,,,
3.867732927138868e-05,3.867732927138868e-05,466,,,,,
3.8651942117288656e-05,3.8651942117288656e-05,467,,,,,
3.862655496318863e-05,3.862655496318863e-05,468,,,,,
,,447,0.08723532408475876,81.87687683105469,90.3987045288086,0,
3.8601167809088604e-05,3.8601167809088604e-05,470,,,,,
